Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Day,Hour
1972-10-13 04:00:00+00:00,0.0105367749929428,0.0105367749929428,0.0105367749929428,0.0105367749929428,153600,0.0,0.0,1972,10,13,4
1972-10-16 04:00:00+00:00,0.0104923514476008,0.0104923514476008,0.0102724060416221,0.0102724060416221,1996800,0.0,0.0,1972,10,16,4
1972-10-17 04:00:00+00:00,0.0102724064108827,0.0104923518247677,0.0101841033271139,0.010448470711708,7372800,0.0,0.0,1972,10,17,4
1972-10-18 04:00:00+00:00,0.0105367817915777,0.0112860044099295,0.0105367817915777,0.0111982431262731,23347200,0.0,0.0,1972,10,18,4
1972-10-19 04:00:00+00:00,0.0111982348339922,0.0112859960526616,0.0111982348339922,0.0112421149387955,31795200,0.0,0.0,1972,10,19,4
1972-10-20 04:00:00+00:00,0.0111538125202059,0.0111538125202059,0.0111538125202059,0.0111538125202059,153600,0.0,0.0,1972,10,20,4
1972-10-23 04:00:00+00:00,0.0111538105628614,0.0111538105628614,0.0111099304631352,0.0111099304631352,1382400,0.0,0.0,1972,10,23,4
1972-10-24 04:00:00+00:00,0.0111538125202059,0.0111538125202059,0.0111538125202059,0.0111538125202059,307200,0.0,0.0,1972,10,24,4
1972-10-25 04:00:00+00:00,0.0110655107018972,0.0110655107018972,0.0109333274886012,0.0109333274886012,3686400,0.0,0.0,1972,10,25,4
1972-10-26 04:00:00+00:00,0.011021627113223,0.011021627113223,0.011021627113223,0.011021627113223,153600,0.0,0.0,1972,10,26,4
1972-10-27 04:00:00+00:00,0.0110655119642615,0.0110655119642615,0.0110655119642615,0.0110655119642615,614400,0.0,0.0,1972,10,27,4
1972-10-30 05:00:00+00:00,0.0110655072118554,0.0111099301861963,0.010977746005528,0.011021627113223,3993600,0.0,0.0,1972,10,30,5
1972-10-31 05:00:00+00:00,0.0110655108489894,0.011374301277101,0.0110655108489894,0.011374301277101,2150400,0.0,0.0,1972,10,31,5
1972-11-01 05:00:00+00:00,0.0115064857725396,0.0119035793468356,0.0115064857725396,0.0119035793468356,6758400,0.0,0.0,1972,11,1,5
1972-11-02 05:00:00+00:00,0.0119913341477513,0.0121240591730723,0.0119913341477513,0.0119913341477513,2150400,0.0,0.0,1972,11,2,5
1972-11-03 05:00:00+00:00,0.0119474548846483,0.0119474548846483,0.0119035747835318,0.0119474548846483,4300800,0.0,0.0,1972,11,3,5
1972-11-06 05:00:00+00:00,0.0119474548846483,0.0119474548846483,0.0119474548846483,0.0119474548846483,460800,0.0,0.0,1972,11,6,5
1972-11-08 05:00:00+00:00,0.0119913464498946,0.0121240716113808,0.0119913464498946,0.0120796496048569,2150400,0.0,0.0,1972,11,8,5
1972-11-09 05:00:00+00:00,0.0120796496048569,0.0120796496048569,0.0119913464498946,0.0120796496048569,2457600,0.0,0.0,1972,11,9,5
1972-11-10 05:00:00+00:00,0.0120796496048569,0.0120796496048569,0.0120796496048569,0.0120796496048569,0,0.0,0.0,1972,11,10,5
1972-11-13 05:00:00+00:00,0.0120357545092701,0.0120357545092701,0.0119474514566342,0.0120357545092701,1228800,0.0,0.0,1972,11,13,5
1972-11-14 05:00:00+00:00,0.0119913405917749,0.0119913405917749,0.0119035793468356,0.0119035793468356,460800,0.0,0.0,1972,11,14,5
1972-11-15 05:00:00+00:00,0.0119035763801956,0.0119474564871978,0.011815273290379,0.0118591533973813,1689600,0.0,0.0,1972,11,15,5
1972-11-16 05:00:00+00:00,0.01185915635295,0.0119035793468356,0.0118152762350119,0.0119035793468356,1843200,0.0,0.0,1972,11,16,5
1972-11-17 05:00:00+00:00,0.0119035763801956,0.0119913376032629,0.0118591533973813,0.0118591533973813,4147200,0.0,0.0,1972,11,17,5
1972-11-20 05:00:00+00:00,0.0118591598531027,0.0119035828600995,0.0118152797222137,0.0118152797222137,460800,0.0,0.0,1972,11,20,5
1972-11-21 05:00:00+00:00,0.011815282007119,0.0120796496048569,0.0117269788521566,0.0120796496048569,1689600,0.0,0.0,1972,11,21,5
1972-11-22 05:00:00+00:00,0.0120796496048569,0.0122118328991941,0.0120796496048569,0.0120796496048569,1382400,0.0,0.0,1972,11,22,5
1972-11-24 05:00:00+00:00,0.0120796356068587,0.012124057561906,0.0120357545092701,0.0120357545092701,1075200,0.0,0.0,1972,11,24,5
1972-11-27 05:00:00+00:00,0.0120357616036058,0.0123440101742744,0.0119913396223745,0.0123440101742744,18739200,0.0,0.0,1972,11,27,5
1972-11-28 05:00:00+00:00,0.0122562433408628,0.0122562433408628,0.0119913341477513,0.0119913341477513,10444800,0.0,0.0,1972,11,28,5
1972-11-29 05:00:00+00:00,0.0119035705425061,0.0119035705425061,0.0114625971764326,0.0114625971764326,10752000,0.0,0.0,1972,11,29,5
1972-11-30 05:00:00+00:00,0.011374301277101,0.011374301277101,0.0113304201549826,0.011374301277101,614400,0.0,0.0,1972,11,30,5
1972-12-01 05:00:00+00:00,0.011418172674076,0.0115508986636996,0.011418172674076,0.0115508986636996,4454400,0.0,0.0,1972,12,1,5
1972-12-04 05:00:00+00:00,0.0116386637568624,0.0119913341477513,0.0116386637568624,0.0119913341477513,2918400,0.0,0.0,1972,12,4,5
1972-12-05 05:00:00+00:00,0.0121679492294788,0.0121679492294788,0.0121679492294788,0.0121679492294788,3993600,0.0,0.0,1972,12,5,5
1972-12-06 05:00:00+00:00,0.0121679492294788,0.0121679492294788,0.0121240680937718,0.0121679492294788,1228800,0.0,0.0,1972,12,6,5
1972-12-07 05:00:00+00:00,0.0121679527598193,0.0121679527598193,0.0120796496048569,0.0120796496048569,1996800,0.0,0.0,1972,12,7,5
1972-12-08 05:00:00+00:00,0.0120796437035986,0.0120796437035986,0.0119035793468356,0.0119035793468356,29337600,0.0,0.0,1972,12,8,5
1972-12-11 05:00:00+00:00,0.0119913325542228,0.0120357545092701,0.0119913325542228,0.0120357545092701,1075200,0.0,0.0,1972,12,11,5
1972-12-12 05:00:00+00:00,0.0119474594647737,0.0119474594647737,0.0119035793468356,0.0119035793468356,614400,0.0,0.0,1972,12,12,5
1972-12-13 05:00:00+00:00,0.0119474530443313,0.0119913341477513,0.0119474530443313,0.0119913341477513,307200,0.0,0.0,1972,12,13,5
1972-12-14 05:00:00+00:00,0.0120357545092701,0.0120796356068587,0.0120357545092701,0.0120357545092701,4915200,0.0,0.0,1972,12,14,5
1972-12-15 05:00:00+00:00,0.0120796470379688,0.012167950174167,0.0120796470379688,0.0121240690350532,4608000,0.0,0.0,1972,12,15,5
1972-12-18 05:00:00+00:00,0.0121240716113808,0.0121240716113808,0.0120357684564185,0.0120796496048569,4608000,0.0,0.0,1972,12,18,5
1972-12-19 05:00:00+00:00,0.0120796470379688,0.0121240690350532,0.012035765898855,0.0121240690350532,460800,0.0,0.0,1972,12,19,5
1972-12-20 05:00:00+00:00,0.0121240680937718,0.0121679492294788,0.0113743047993795,0.0121679492294788,614400,0.0,0.0,1972,12,20,5
1972-12-21 05:00:00+00:00,0.0121240716113808,0.0121240716113808,0.0120357684564185,0.0120796496048569,27187200,0.0,0.0,1972,12,21,5
1972-12-22 05:00:00+00:00,0.0120796461001362,0.0121679492294788,0.0120357649644292,0.0121679492294788,3686400,0.0,0.0,1972,12,22,5
1972-12-26 05:00:00+00:00,0.0121679402764923,0.0123001234352202,0.0119913341477513,0.0119913341477513,1843200,0.0,0.0,1972,12,26,5
1972-12-27 05:00:00+00:00,0.0119913464498946,0.0120796496048569,0.0119035851620813,0.0120796496048569,2304000,0.0,0.0,1972,12,27,5
1972-12-29 05:00:00+00:00,0.0120796461001362,0.0121679492294788,0.0119913429707937,0.0121679492294788,921600,0.0,0.0,1972,12,29,5
1973-01-02 05:00:00+00:00,0.0122118145227432,0.0123001175448263,0.0122118145227432,0.0122118145227432,1382400,0.0,0.0,1973,1,2,5
1973-01-03 05:00:00+00:00,0.0121679492294788,0.0121679492294788,0.0121240680937718,0.0121679492294788,2304000,0.0,0.0,1973,1,3,5
1973-01-04 05:00:00+00:00,0.012167950174167,0.0123001334404157,0.0121240690350532,0.0121240690350532,5222400,0.0,0.0,1973,1,4,5
1973-01-05 05:00:00+00:00,0.0121240716113808,0.0121240716113808,0.0120357684564185,0.0120796496048569,4761600,0.0,0.0,1973,1,5,5
1973-01-08 05:00:00+00:00,0.0120796356068587,0.0120796356068587,0.0119913325542228,0.0120357545092701,1996800,0.0,0.0,1973,1,8,5
1973-01-09 05:00:00+00:00,0.011991344130941,0.011991344130941,0.0117269765843279,0.0118152797222137,10752000,0.0,0.0,1973,1,9,5
1973-01-10 05:00:00+00:00,0.0118152695204926,0.0118152695204926,0.0115064792335033,0.0115064792335033,3840000,0.0,0.0,1973,1,10,5
1973-01-11 05:00:00+00:00,0.0116386642522692,0.0118152703885276,0.0116386642522692,0.0117713892832398,3993600,0.0,0.0,1973,1,11,5
1973-01-12 05:00:00+00:00,0.0117713908906282,0.0119035750820949,0.0117269689217209,0.0117269689217209,5836800,0.0,0.0,1973,1,12,5
1973-01-15 05:00:00+00:00,0.0116386627517232,0.0116386627517232,0.0115947816520929,0.0115947816520929,1075200,0.0,0.0,1973,1,15,5
1973-01-16 05:00:00+00:00,0.0115947923064897,0.0118152797222137,0.0115509121756006,0.0118152797222137,10444800,0.0,0.0,1973,1,16,5
1973-01-17 05:00:00+00:00,0.011815273290379,0.0119474564871978,0.011771392174314,0.0118591533973813,1996800,0.0,0.0,1973,1,17,5
1973-01-18 05:00:00+00:00,0.0118591533973813,0.0118591533973813,0.0118591533973813,0.0118591533973813,0,0.0,0.0,1973,1,18,5
1973-01-19 05:00:00+00:00,0.0117713849661679,0.0117713849661679,0.0116386599838733,0.0116386599838733,1843200,0.0,0.0,1973,1,19,5
1973-01-22 05:00:00+00:00,0.0115947822951451,0.0115947822951451,0.0115064792335033,0.0115064792335033,921600,0.0,0.0,1973,1,22,5
1973-01-23 05:00:00+00:00,0.0115064809968997,0.011550903972348,0.0111099304631352,0.0111099304631352,4608000,0.0,0.0,1973,1,23,5
1973-01-24 05:00:00+00:00,0.0111982348457819,0.0114181792548776,0.0111982348457819,0.0112859960645437,4761600,0.0,0.0,1973,1,24,5
1973-01-26 05:00:00+00:00,0.0111982431262731,0.0111982431262731,0.0110216368247134,0.0111982431262731,3379200,0.0,0.0,1973,1,26,5
1973-01-29 05:00:00+00:00,0.0111099286399669,0.0111099286399669,0.010801138356328,0.010801138356328,2918400,0.0,0.0,1973,1,29,5
1973-01-30 05:00:00+00:00,0.0107128367549553,0.0107128367549553,0.0105806535837402,0.0106250755488872,3840000,0.0,0.0,1973,1,30,5
1973-01-31 05:00:00+00:00,0.0105806549085365,0.0105806549085365,0.010448470711708,0.010448470711708,1536000,0.0,0.0,1973,1,31,5
1973-02-01 05:00:00+00:00,0.0105367770930516,0.0108011445603818,0.0105367770930516,0.0106689613312482,9369600,0.0,0.0,1973,2,1,5
1973-02-02 05:00:00+00:00,0.0106689613312482,0.0108011445603818,0.0106250802044556,0.0106689613312482,7680000,0.0,0.0,1973,2,2,5
1973-02-05 05:00:00+00:00,0.0106689613312482,0.0106689613312482,0.0106689613312482,0.0106689613312482,307200,0.0,0.0,1973,2,5,5
1973-02-06 05:00:00+00:00,0.0106689566564526,0.0107128367549553,0.0106250755488872,0.0106250755488872,3532800,0.0,0.0,1973,2,6,5
1973-02-07 05:00:00+00:00,0.0106689587967657,0.0107572618871927,0.0106689587967657,0.0107572618871927,9984000,0.0,0.0,1973,2,7,5
1973-02-08 05:00:00+00:00,0.0107572623064277,0.0107572623064277,0.0105806561186909,0.0105806561186909,2611200,0.0,0.0,1973,2,8,5
1973-02-09 05:00:00+00:00,0.0105806561186909,0.0105806561186909,0.0104923530248225,0.0105806561186909,3072000,0.0,0.0,1973,2,9,5
1973-02-12 05:00:00+00:00,0.0105806569521222,0.0109333274886012,0.0105806569521222,0.0109333274886012,6758400,0.0,0.0,1973,2,12,5
1973-02-13 05:00:00+00:00,0.0109333274886012,0.0109777494678901,0.0108894463670661,0.0109333274886012,2457600,0.0,0.0,1973,2,13,5
1973-02-14 05:00:00+00:00,0.0109333274886012,0.0109333274886012,0.0108455662545941,0.0109333274886012,3072000,0.0,0.0,1973,2,14,5
1973-02-15 05:00:00+00:00,0.0110216273879607,0.0111099304631352,0.0110216273879607,0.0111099304631352,2918400,0.0,0.0,1973,2,15,5
1973-02-16 05:00:00+00:00,0.0112859981751032,0.0114626043790987,0.0112859981751032,0.011374301277101,3993600,0.0,0.0,1973,2,16,5
1973-02-20 05:00:00+00:00,0.0114625956291081,0.0115508986636996,0.0114625956291081,0.0115508986636996,17510400,0.0,0.0,1973,2,20,5
1973-02-21 05:00:00+00:00,0.0115509022021437,0.0115509022021437,0.0115064792335033,0.0115064792335033,3993600,0.0,0.0,1973,2,21,5
1973-02-22 05:00:00+00:00,0.0115064908487856,0.0115064908487856,0.0111982431262731,0.0111982431262731,40857600,0.0,0.0,1973,2,22,5
1973-02-23 05:00:00+00:00,0.0111982348339922,0.0112859960526616,0.011153811853404,0.0112421149387955,6451200,0.0,0.0,1973,2,23,5
1973-02-26 05:00:00+00:00,0.0111982355034499,0.0111982355034499,0.0111538125202059,0.0111538125202059,2457600,0.0,0.0,1973,2,26,5
1973-02-27 05:00:00+00:00,0.0111538150751591,0.0111538150751591,0.0110655119642615,0.0110655119642615,4300800,0.0,0.0,1973,2,27,5
1973-02-28 05:00:00+00:00,0.0109333274886012,0.0109333274886012,0.0108894463670661,0.0109333274886012,7680000,0.0,0.0,1973,2,28,5
1973-03-01 05:00:00+00:00,0.0108455643057823,0.0108455643057823,0.0108455643057823,0.0108455643057823,307200,0.0,0.0,1973,3,1,5
1973-03-02 05:00:00+00:00,0.0108011419944982,0.0108011419944982,0.0107128389040712,0.0107572618871927,7833600,0.0,0.0,1973,3,2,5
1973-03-05 05:00:00+00:00,0.0107572649084287,0.0107572649084287,0.0104923555627465,0.0104923555627465,25036800,0.0,0.0,1973,3,5,5
1973-03-06 05:00:00+00:00,0.0104923506005034,0.0105367725660292,0.0099636158930087,0.0100074959918856,17971200,0.0,0.0,1973,3,6,5
1973-03-07 05:00:00+00:00,0.0098753159200846,0.0098753159200846,0.0092582779453938,0.0097431316971778,15360000,0.0,0.0,1973,3,7,5
1973-03-08 05:00:00+00:00,0.0099636200779606,0.0104923550075362,0.0099636200779606,0.0102279875427484,9830400,0.0,0.0,1973,3,8,5
1973-03-09 05:00:00+00:00,0.0102279882444041,0.0102279882444041,0.0099636207614803,0.0100958039984107,7680000,0.0,0.0,1973,3,9,5
1973-03-12 05:00:00+00:00,0.0101396823301911,0.0102279854224402,0.0101396823301911,0.0101396823301911,1689600,0.0,0.0,1973,3,12,5
1973-03-13 05:00:00+00:00,0.0100519166635098,0.0100519166635098,0.0098314294591546,0.0098314294591546,4454400,0.0,0.0,1973,3,13,5
1973-03-14 05:00:00+00:00,0.0098314346212163,0.0101396831741293,0.0098314346212163,0.0100519219413399,5376000,0.0,0.0,1973,3,14,5
1973-03-15 05:00:00+00:00,0.0100519195358041,0.0102724057940999,0.0098753133788704,0.0098753133788704,2150400,0.0,0.0,1973,3,15,5
1973-03-16 05:00:00+00:00,0.0097870109602808,0.0097870109602808,0.0095670655447724,0.0097870109602808,3379200,0.0,0.0,1973,3,16,5
1973-03-19 05:00:00+00:00,0.0096992446360447,0.0096992446360447,0.0095670605078339,0.0095670605078339,1536000,0.0,0.0,1973,3,19,5
1973-03-20 05:00:00+00:00,0.0095226463489225,0.0095226463489225,0.0093465819954872,0.0093465819954872,460800,0.0,0.0,1973,3,20,5
1973-03-21 05:00:00+00:00,0.0093465777097009,0.0093465777097009,0.0091699715703725,0.0091699715703725,6604800,0.0,0.0,1973,3,21,5
1973-03-22 05:00:00+00:00,0.0089056086018258,0.0089056086018258,0.0076271099969744,0.0076271099969744,12902400,0.0,0.0,1973,3,22,5
1973-03-23 05:00:00+00:00,0.00762711207247,0.007759295844543,0.0075826895704196,0.0077154152095317,16588800,0.0,0.0,1973,3,23,5
1973-03-26 05:00:00+00:00,0.007715413845382,0.0078031750998875,0.007715413845382,0.0077592944726347,4147200,0.0,0.0,1973,3,26,5
1973-03-27 05:00:00+00:00,0.0077592929241747,0.0080680828541517,0.0077154123056788,0.0080680828541517,14592000,0.0,0.0,1973,3,27,5
1973-03-28 05:00:00+00:00,0.0080236650925011,0.0080236650925011,0.0079353619366884,0.0079353619366884,2611200,0.0,0.0,1973,3,28,5
1973-03-29 05:00:00+00:00,0.0079797767102718,0.0079797767102718,0.0079797767102718,0.0079797767102718,153600,0.0,0.0,1973,3,29,5
1973-03-30 05:00:00+00:00,0.0080236578360199,0.0080680803073284,0.0080236578360199,0.0080236578360199,4147200,0.0,0.0,1973,3,30,5
1973-04-02 05:00:00+00:00,0.0080236603688205,0.0080680828541517,0.0079353572649935,0.0080680828541517,4608000,0.0,0.0,1973,4,2,5
1973-04-03 05:00:00+00:00,0.0080680828541517,0.0080680828541517,0.0080680828541517,0.0080680828541517,460800,0.0,0.0,1973,4,3,5
1973-04-04 05:00:00+00:00,0.0080680828541517,0.0080680828541517,0.0079797797503246,0.0080680828541517,1536000,0.0,0.0,1973,4,4,5
1973-04-05 05:00:00+00:00,0.0078914717587117,0.0078914717587117,0.0076709850691258,0.0076709850691258,4300800,0.0,0.0,1973,4,5,5
1973-04-06 05:00:00+00:00,0.0076709850691258,0.0076709850691258,0.0076709850691258,0.0076709850691258,460800,0.0,0.0,1973,4,6,5
1973-04-09 05:00:00+00:00,0.0076709850691258,0.0076709850691258,0.0076709850691258,0.0076709850691258,153600,0.0,0.0,1973,4,9,5
1973-04-10 05:00:00+00:00,0.0076709927074813,0.007759295844543,0.0076709927074813,0.0077154152095317,3993600,0.0,0.0,1973,4,10,5
1973-04-11 05:00:00+00:00,0.0077154075269428,0.0077592881182601,0.0076271044778085,0.0076709850691258,1382400,0.0,0.0,1973,4,11,5
1973-04-12 05:00:00+00:00,0.0076709850691258,0.0076709850691258,0.0076709850691258,0.0076709850691258,460800,0.0,0.0,1973,4,12,5
1973-04-13 05:00:00+00:00,0.0076709850691258,0.0076709850691258,0.0076271044778085,0.0076709850691258,921600,0.0,0.0,1973,4,13,5
1973-04-16 05:00:00+00:00,0.0075826858636387,0.0075826858636387,0.0074949246365181,0.0075388052500784,2764800,0.0,0.0,1973,4,16,5
1973-04-17 05:00:00+00:00,0.0075388052500784,0.0075388052500784,0.0075388052500784,0.0075388052500784,0,0.0,0.0,1973,4,17,5
1973-04-18 05:00:00+00:00,0.007494930177927,0.007494930177927,0.0074505076647484,0.007494930177927,2304000,0.0,0.0,1973,4,18,5
1973-04-19 05:00:00+00:00,0.0074949283003971,0.0077154152095317,0.0074949283003971,0.0077154152095317,2150400,0.0,0.0,1973,4,19,5
1973-04-23 05:00:00+00:00,0.0077592974922172,0.0079353619366884,0.0077592974922172,0.0079353619366884,8601600,0.0,0.0,1973,4,23,5
1973-04-24 05:00:00+00:00,0.0080680792512344,0.0081558404490351,0.0080680792512344,0.0081558404490351,2150400,0.0,0.0,1973,4,24,5
1973-04-25 05:00:00+00:00,0.0081558404490351,0.0082002629145288,0.0081558404490351,0.0081558404490351,4300800,0.0,0.0,1973,4,25,5
1973-04-26 05:00:00+00:00,0.0081558427284187,0.0081558427284187,0.0081119621172547,0.0081119621172547,8601600,0.0,0.0,1973,4,26,5
1973-04-27 05:00:00+00:00,0.0081119682483138,0.0081558488926431,0.0079353619366884,0.0079353619366884,3379200,0.0,0.0,1973,4,27,5
1973-04-30 04:00:00+00:00,0.0078914761543273,0.0078914761543273,0.0078914761543273,0.0078914761543273,1536000,0.0,0.0,1973,4,30,4
1973-05-01 04:00:00+00:00,0.0078475922346115,0.0078475922346115,0.0078475922346115,0.0078475922346115,768000,0.0,0.0,1973,5,1,4
1973-05-02 04:00:00+00:00,0.0078031695447862,0.0078031695447862,0.0078031695447862,0.0078031695447862,153600,0.0,0.0,1973,5,2,4
1973-05-03 04:00:00+00:00,0.0078031695447862,0.0078031695447862,0.0077592889487721,0.0078031695447862,614400,0.0,0.0,1973,5,3,4
1973-05-04 04:00:00+00:00,0.0078914812923591,0.0079353619366884,0.0078914812923591,0.0079353619366884,3532800,0.0,0.0,1973,5,4,4
1973-05-07 04:00:00+00:00,0.0078475922346115,0.0078475922346115,0.0078475922346115,0.0078475922346115,153600,0.0,0.0,1973,5,7,4
1973-05-08 04:00:00+00:00,0.0078475922346115,0.0078475922346115,0.0078475922346115,0.0078475922346115,0,0.0,0.0,1973,5,8,4
1973-05-09 04:00:00+00:00,0.0078914812923591,0.0079797844481719,0.0078914812923591,0.0079353619366884,1382400,0.0,0.0,1973,5,9,4
1973-05-10 04:00:00+00:00,0.0079353619366884,0.0079353619366884,0.0079353619366884,0.0079353619366884,1228800,0.0,0.0,1973,5,10,4
1973-05-11 04:00:00+00:00,0.0078475922346115,0.0078475922346115,0.0078475922346115,0.0078475922346115,307200,0.0,0.0,1973,5,11,4
1973-05-14 04:00:00+00:00,0.0077154114378682,0.0077154114378682,0.0074949246365181,0.0075388052500784,9216000,0.0,0.0,1973,5,14,4
1973-05-15 04:00:00+00:00,0.007494930177927,0.007494930177927,0.007494930177927,0.007494930177927,2304000,0.0,0.0,1973,5,15,4
1973-05-16 04:00:00+00:00,0.007494930177927,0.007494930177927,0.007494930177927,0.007494930177927,0,0.0,0.0,1973,5,16,4
1973-05-17 04:00:00+00:00,0.0075826817192137,0.0076271041752686,0.0075826817192137,0.0075826817192137,5529600,0.0,0.0,1973,5,17,4
1973-05-18 04:00:00+00:00,0.0076271099969744,0.0076271099969744,0.0076271099969744,0.0076271099969744,614400,0.0,0.0,1973,5,18,4
1973-05-21 04:00:00+00:00,0.0075826858636387,0.0075826858636387,0.0075388052500784,0.0075388052500784,3686400,0.0,0.0,1973,5,21,4
1973-05-22 04:00:00+00:00,0.0075388052500784,0.0075826858636387,0.0074066215426232,0.0075388052500784,5990400,0.0,0.0,1973,5,22,4
1973-05-23 04:00:00+00:00,0.0074504981044864,0.0074504981044864,0.0074066175147891,0.0074066175147891,1536000,0.0,0.0,1973,5,23,4
1973-05-24 04:00:00+00:00,0.0074066172070827,0.007450497794957,0.0072744335770026,0.0073183141648769,5376000,0.0,0.0,1973,5,24,4
1973-05-25 04:00:00+00:00,0.0074066174944286,0.0075826817192137,0.0074066174944286,0.0075826817192137,10905600,0.0,0.0,1973,5,25,4
1973-05-29 04:00:00+00:00,0.0076709868979344,0.0079797767102718,0.0076709868979344,0.0079797767102718,1843200,0.0,0.0,1973,5,29,4
1973-05-30 04:00:00+00:00,0.0078914782213365,0.0078914782213365,0.0077592944726347,0.0077592944726347,460800,0.0,0.0,1973,5,30,4
